sentence_id	index	token	lemma	meaning	form	here	parts	pos	case	number
d:l5-hello:1	14	kerroksesta	kerros	Stockwerk	Nomen · Elativ „aus“ Singular	aus dem Stock		nimisana	sisaeronto	singular
d:l5-hello:2	0	Joo	joo	ja	Ausruf			huudahdussana		
d:l5-hello:2	1	Onni	Onni	Onni (Name)	Name · Nominativ Singular			etunimi	nimento	singular
d:l5-hello:2	2	Muutin	muuttaa	umziehen	Verb · 1. Person Sg. (minä) · Imperfekt (Vergangenheit)	(ich) bin (ein)gezogen		teonsana		singular
d:l5-hello:2	3	tänne	tänne	hierher	Adverb					
d:l5-hello:2	4	viime	viime	letzter, vorig	Adjektiv · Nominativ Singular	letzte		laatusana	nimento	singular
d:l5-hello:2	5	viikolla	viikko	Woche	Nomen · Adessiv „auf, bei“ Singular	(in der) Woche		nimisana	ulkoolento	singular
d:l5-hello:3	0	Hauska	hauska	nett, lustig	Adjektiv · Nominativ Singular	(es ist) nett		nimisana_laatusana	nimento	singular
d:l5-hello:3	1	tutustua	tutustua	kennenlernen	Verb · Grundform (Infinitiv)	(dich) kennenzulernen		teonsana		
d:l5-hello:3	2	Puhuttiin	puhua	sprechen	Verb · Passiv (Umgangssprache auch: wir-Form) · Imperfekt (Vergangenheit)	(wir) haben gesprochen		teonsana		
d:l5-hello:3	3	juuri	juuri	gerade	Adverb			seikkasana		
d:l5-hello:3	4	saunavuoroista	saunavuoro	Saunazeit, Saunatermin	Nomen · Elativ „aus“ Plural	über die Saunazeiten	sauna+vuoro	nimisana	sisaeronto	plural
d:l5-hello:3	5	Vapaita	vapaa	frei	Adjektiv · Partitiv Plural	freie (Partitiv Pl.)		nimisana_laatusana	osanto	plural
d:l5-hello:3	6	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist → sind		teonsana		singular
d:l5-hello:3	7	enää	enää	(nicht) mehr	Adverb	nur noch		seikkasana		
d:l5-hello:3	8	torstaina	torstai	Donnerstag	Nomen · Essiv „als“ Singular	am Donnerstag		nimisana	olento	singular
d:l5-hello:3	9	ja	ja	und	Konjunktion			sidesana		
d:l5-hello:3	10	lauantaina	lauantai	Samstag	Nomen · Essiv „als“ Singular	am Samstag		nimisana	olento	singular
d:l5-hello:3	11	mutta	mutta	aber	Konjunktion			sidesana		
d:l5-hello:3	12	lauantai	lauantai	Samstag	Nomen · Nominativ Singular			nimisana	nimento	singular
d:l5-hello:3	13	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist		teonsana		singular
d:l5-hello:3	14	suosituin	suosittu	beliebt	Adjektiv · Nominativ Singular · Superlativ	am beliebtesten				
d:l5-hello:3	15	ja	ja	und	Konjunktion			sidesana		
d:l5-hello:3	16	siksi	siksi	deshalb	Adverb			seikkasana		
d:l5-hello:3	17	vähän	vähän	ein bisschen	Adverb	etwas		seikkasana		
d:l5-hello:3	18	kalliimpi	kallis	teuer	Adjektiv · Nominativ Singular · Komparativ	teurer		laatusana	nimento	singular
d:l5-hello:3	19	ja	ja	und	Konjunktion			sidesana		
d:l5-hello:3	20	vuoro	vuoro	Reihe; Termin	Nomen · Nominativ Singular	(der) Termin		nimisana	nimento	singular
d:l5-hello:3	21	pitää	pitää	müssen	Verb · 3. Person Sg. (hän) · Präsens	muss (man)		teonsana		singular
d:l5-hello:3	22	varata	varata	reservieren, buchen	Verb · Grundform (Infinitiv)			teonsana		
d:l5-hello:3	23	viimeistään	viimeistään	spätestens	Adverb			seikkasana		
d:l5-hello:3	24	perjantaina	perjantai	Freitag	Nomen · Essiv „als“ Singular	am Freitag		nimisana	olento	singular
d:l5-hello:4	0	Anteeksi	anteeksi	Entschuldigung	Ausruf			seikkasana		
d:l5-hello:4	1	voitko	voida	können	Verb · 2. Person Sg. (sinä) · Präsens · + Frageendung -ko/-kö	kannst du …?		teonsana		singular
d:l5-hello:4	2	sanoa	sanoa	sagen	Verb · Grundform (Infinitiv)			teonsana		
d:l5-hello:4	3	uudestaan	uudestaan	noch einmal, wieder	Adverb			seikkasana		
d:l5-hello:4	4	vähän	vähän	ein bisschen	Adverb	etwas		seikkasana		
d:l5-hello:4	5	hitaammin	hidas	langsam	Adjektiv · Instruktiv Plural · Komparativ	langsamer		laatusana	keinonto	plural
d:l5-hello:4	6	Luulen	luulla	glauben, meinen	Verb · 1. Person Sg. (minä) · Präsens	(ich) glaube		teonsana		singular
d:l5-hello:4	7	että	että	dass	Konjunktion			sidesana		
d:l5-hello:4	8	ymmärrän	ymmärtää	verstehen	Verb · 1. Person Sg. (minä) · Präsens	(ich) verstehe		teonsana		singular
d:l5-hello:4	9	mutta	mutta	aber	Konjunktion			sidesana		
d:l5-hello:4	10	en	ei	nicht (Verneinungsverb)	Verneinungsverb · en = ich nicht	ich … nicht		kieltosana		singular
d:l5-hello:4	11	ole	olla	sein	Verb · Verneinungsform (nach ei)	bin		teonsana		singular
d:l5-hello:4	12	ihan	ihan	ganz, völlig	Adverb	ganz		seikkasana		
d:l5-hello:4	13	varma	varma	sicher	Adjektiv · Nominativ Singular			nimisana_laatusana	nimento	singular
d:l5-hello:5	0	No	no	na, nun	Adverb			seikkasana		
d:l5-hello:5	1	niin	niin	so	Adverb	(no niin) also gut		seikkasana		
d:l5-hello:5	2	hitaasti	hidas	langsam	Adjektiv · Adverbform (-sti) „auf … Weise“	langsam (Adverb)		laatusana	kerrontosti	
d:l5-hello:5	3	Torstai	torstai	Donnerstag	Nomen · Nominativ Singular			nimisana	nimento	singular
d:l5-hello:5	4	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist		teonsana		singular
d:l5-hello:5	5	vapaa	vapaa	frei	Adjektiv · Nominativ Singular			nimisana_laatusana	nimento	singular
d:l5-hello:5	6	Lauantaikin	lauantai	Samstag	Nomen · Nominativ Singular · + -kin „auch“	auch (der) Samstag		nimisana	nimento	singular
d:l5-hello:5	7	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist		teonsana		singular
d:l5-hello:5	8	vapaa	vapaa	frei	Adjektiv · Nominativ Singular			nimisana_laatusana	nimento	singular
d:l5-hello:5	9	mutta	mutta	aber	Konjunktion			sidesana		
d:l5-hello:5	10	se	se	es, das	Pronomen · Nominativ Singular	er		asemosana	nimento	singular
d:l5-hello:5	11	maksaa	maksaa	kosten	Verb · 3. Person Sg. (hän) · Präsens	kostet		teonsana		singular
d:l5-hello:5	12	enemmän	enemmän	mehr	Adverb			seikkasana		
d:l5-hello:6	0	Ai	ai	ach, ah	Ausruf	ach so		huudahdussana		
d:l5-hello:6	1	sitten	sitten	dann	Adverb			seikkasana		
d:l5-hello:6	2	torstai	torstai	Donnerstag	Nomen · Nominativ Singular			nimisana	nimento	singular
d:l5-hello:6	3	Kiitos	kiitos	danke	Ausruf			nimisana	nimento	singular
d:l5-hello:6	4	että	että	dass	Konjunktion			sidesana		
d:l5-hello:6	5	jaksoit	jaksaa	die Kraft/Geduld haben	Verb · 2. Person Sg. (sinä) · Imperfekt (Vergangenheit)	(du) hattest die Geduld		teonsana		singular
d:l5-hello:6	6	selittää	selittää	erklären	Verb · Grundform (Infinitiv)			teonsana		
d:l5-hello:7	0	Eipä	ei	nicht (Verneinungsverb)	Verneinungsverb · ei = er/sie/es nicht · + -pä (Betonung)	(eipä kestä) gern geschehen		kieltosana		singular
d:l5-hello:7	1	kestä	kestää	dauern; aushalten	Verb · Verneinungsform (nach ei)	(eipä kestä) keine Ursache		teonsana		singular
d:l5-hello:7	2	Laitan	laittaa	legen, stellen	Verb · 1. Person Sg. (minä) · Präsens	(ich) setze → trage ein		teonsana		singular
d:l5-hello:7	3	sinut	sinä	du	Pronomen · Akkusativ Singular	dich		asemosana	kohdanto	singular
d:l5-hello:7	4	listaan	lista	Liste	Nomen · Illativ „in … hinein“ Singular	auf die Liste		nimisana	sisatulento	singular
d:l5-hello:7	5	torstai	torstai	Donnerstag	Nomen · Nominativ Singular			nimisana	nimento	singular
d:l5-hello:7	6	kello	kello	Uhr	Nomen · Nominativ Singular	(um) … Uhr		nimisana	nimento	singular
d:l5-hello:7	7	kahdeksan	kahdeksan	acht	Zahlwort · Nominativ Singular			lukusana	nimento	singular
d:l5-nature:0	0	Hei	hei	hallo	Ausruf			huudahdussana		
d:l5-nature:0	1	Aion	aikoa	vorhaben	Verb · 1. Person Sg. (minä) · Präsens	(ich) habe vor → will		teonsana		singular
d:l5-nature:0	2	kävellä	kävellä	gehen, wandern	Verb · Grundform (Infinitiv)			teonsana		
d:l5-nature:0	3	lauantaina	lauantai	Samstag	Nomen · Essiv „als“ Singular	am Samstag		nimisana	olento	singular
d:l5-nature:0	4	pitkän	pitkä	lang	Adjektiv · Genitiv Singular	die lange		nimisana_laatusana	omanto	singular
d:l5-nature:0	5	reitin	reitti	Route	Nomen · Genitiv Singular			nimisana	omanto	singular
d:l5-nature:0	6	täällä	täällä	hier	Adverb			seikkasana		
d:l5-nature:0	7	Nuuksiossa	Nuuksio	Nuuksio (Nationalpark)	Ortsname · Inessiv „in“ Singular	in Nuuksio		paikannimi	sisaolento	singular
d:l5-nature:0	8	Millainen	millainen	was für ein	Adjektiv · Nominativ Singular			laatusana	nimento	singular
d:l5-nature:0	9	sää	sää	Wetter	Nomen · Nominativ Singular			nimisana	nimento	singular
d:l5-nature:0	10	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist		teonsana		singular
d:l5-nature:0	11	tulossa	tulo	Kommen	Nomen · Inessiv „in“ Singular	im Kommen → angesagt		nimisana	sisaolento	singular
d:l5-nature:1	0	Sää	sää	Wetter	Nomen · Nominativ Singular			nimisana	nimento	singular
d:l5-nature:1	1	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist → wird		teonsana		singular
d:l5-nature:1	2	huono	huono	schlecht	Adjektiv · Nominativ Singular			nimisana_laatusana	nimento	singular
d:l5-nature:1	3	valitettavasti	valitettavasti	leider	Adverb					
d:l5-nature:1	4	Lauantaille	lauantai	Samstag	Nomen · Allativ „auf … zu, an“ Singular	für Samstag		nimisana	ulkotulento	singular
d:l5-nature:1	5	luvataan	luvata	versprechen; vorhersagen	Verb · Passiv (Umgangssprache auch: wir-Form) · Präsens	wird angesagt		teonsana		
d:l5-nature:1	6	myrskyä	myrsky	Sturm	Nomen · Partitiv Singular	Sturm (Partitiv)		nimisana	osanto	singular
d:l5-nature:2	0	Myrskyä	myrsky	Sturm	Nomen · Partitiv Singular	Sturm?		nimisana	osanto	singular
d:l5-nature:2	1	Viime	viime	letzter, vorig	Adjektiv · Nominativ Singular	letzten		laatusana	nimento	singular
d:l5-nature:2	2	syksynäkin	syksy	Herbst	Nomen · Essiv „als“ Singular · + -kin „auch“	auch (im letzten) Herbst		nimisana	olento	singular
d:l5-nature:2	3	varoitettiin	varoittaa	warnen	Verb · Passiv (Umgangssprache auch: wir-Form) · Imperfekt (Vergangenheit)	wurde gewarnt		teonsana		
d:l5-nature:2	4	myrskystä	myrsky	Sturm	Nomen · Elativ „aus“ Singular	vor einem Sturm		nimisana	sisaeronto	singular
d:l5-nature:2	5	Se	se	es, das	Pronomen · Nominativ Singular	das		asemosana	nimento	singular
d:l5-nature:2	6	ei	ei	nicht (Verneinungsverb)	Verneinungsverb · ei = er/sie/es nicht	(es) … nicht		kieltosana		singular
d:l5-nature:2	7	ollut	olla	sein	Verbform · Partizip Perfekt aktiv · verneinte Vergangenheit	war		laatusana	nimento	singular
d:l5-nature:2	8	kummoinen	kummoinen	besonders (meist verneint)	Adjektiv · Nominativ Singular	(kein) besonders (heftiger)		laatusana	nimento	singular
d:l5-nature:2	9	myrsky	myrsky	Sturm	Nomen · Nominativ Singular			nimisana	nimento	singular
d:l5-nature:3	0	Tämä	tämä	dieser	Pronomen · Nominativ Singular			asemosana	nimento	singular
d:l5-nature:3	1	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist → wird		teonsana		singular
d:l5-nature:3	2	kovempi	kova	hart, stark	Adjektiv · Nominativ Singular · Komparativ	stärker		laatusana	nimento	singular
d:l5-nature:3	3	Metsässä	metsä	Wald	Nomen · Inessiv „in“ Singular	im Wald		nimisana	sisaolento	singular
d:l5-nature:3	4	voi	voida	können	Verb · 3. Person Sg. (hän) · Präsens			teonsana		singular
d:l5-nature:3	5	kaatua	kaatua	umfallen, stürzen	Verb · Grundform (Infinitiv)	umstürzen		teonsana		
d:l5-nature:3	6	puita	puu	Baum	Nomen · Partitiv Plural	Bäume (Partitiv)		nimisana	osanto	plural
d:l5-nature:3	7	joten	joten	sodass, deshalb	Konjunktion	deshalb		sidesana		
d:l5-nature:3	8	pitkälle	pitkä	lang	Adjektiv · Allativ „auf … zu, an“ Singular	auf die lange		nimisana_laatusana	ulkotulento	singular
d:l5-nature:3	9	reitille	reitti	Route	Nomen · Allativ „auf … zu, an“ Singular	(auf die) Route		nimisana	ulkotulento	singular
d:l5-nature:3	10	ei	ei	nicht (Verneinungsverb)	Verneinungsverb · ei = er/sie/es nicht	(es) … nicht		kieltosana		singular
d:l5-nature:3	11	kannata	kannattaa	sich lohnen	Verb · Verneinungsform (nach ei)	lohnt sich → solltest (nicht)		teonsana		singular
d:l5-nature:3	12	lähteä	lähteä	losgehen, aufbrechen	Verb · Grundform (Infinitiv)			teonsana		
d:l5-nature:3	13	lauantaina	lauantai	Samstag	Nomen · Essiv „als“ Singular	am Samstag		nimisana	olento	singular
d:l5-nature:4	0	No	no	na, nun	Adverb	na		seikkasana		
d:l5-nature:4	1	entä	entä	und (was ist mit …)	Adverb	und		seikkasana		
d:l5-nature:4	2	sunnuntai	sunnuntai	Sonntag	Nomen · Nominativ Singular			nimisana	nimento	singular
d:l5-nature:4	3	Mitä	mikä	was, welcher	Pronomen · Partitiv Singular	was		asemosana	osanto	singular
d:l5-nature:4	4	sille	se	es, das	Pronomen · Allativ „auf … zu, an“ Singular	dafür		asemosana	ulkotulento	singular
d:l5-nature:4	5	luvataan	luvata	versprechen; vorhersagen	Verb · Passiv (Umgangssprache auch: wir-Form) · Präsens	wird angesagt		teonsana		
d:l5-nature:5	0	Pakkasta	pakkanen	Frost	Nomen · Partitiv Singular	Frost (Partitiv)		nimisana	osanto	singular
d:l5-nature:5	1	ja	ja	und	Konjunktion			sidesana		
d:l5-nature:5	2	aurinkoa	aurinko	Sonne	Nomen · Partitiv Singular	Sonne (Partitiv)		nimisana	osanto	singular
d:l5-nature:5	3	Sää	sää	Wetter	Nomen · Nominativ Singular			nimisana	nimento	singular
d:l5-nature:5	4	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist		teonsana		singular
d:l5-nature:5	5	hyvä	hyvä	gut	Adjektiv · Nominativ Singular			laatusana	nimento	singular
d:l5-nature:5	6	ja	ja	und	Konjunktion			sidesana		
d:l5-nature:5	7	yöllä	yö	Nacht	Nomen · Adessiv „auf, bei“ Singular	in der Nacht		nimisana	ulkoolento	singular
d:l5-nature:5	8	voi	voida	können	Verb · 3. Person Sg. (hän) · Präsens	kann		teonsana		singular
d:l5-nature:5	9	tulla	tulla	kommen	Verb · Grundform (Infinitiv)			teonsana		
d:l5-nature:5	10	ensilumi	ensilumi	erster Schnee	Nomen · Nominativ Singular			nimisana	nimento	singular
d:l5-nature:6	0	Ensilumi	ensilumi	erster Schnee	Nomen · Nominativ Singular			nimisana	nimento	singular
d:l5-nature:6	1	Sitten	sitten	dann	Adverb			seikkasana		
d:l5-nature:6	2	tulen	tulla	kommen	Verb · 1. Person Sg. (minä) · Präsens	(ich) komme		teonsana		singular
d:l5-nature:6	3	sunnuntaina	sunnuntai	Sonntag	Nomen · Essiv „als“ Singular	am Sonntag		nimisana	olento	singular
d:l5-nature:6	4	Onko	olla	sein	Verb · 3. Person Sg. (hän) · Präsens · + Frageendung -ko/-kö	ist …?		teonsana		singular
d:l5-nature:6	5	reitti	reitti	Route, Weg	Nomen · Nominativ Singular			nimisana	nimento	singular
d:l5-nature:6	6	silloin	silloin	dann, damals	Adverb	dann		seikkasana		
d:l5-nature:6	7	liukas	liukas	glatt, rutschig	Adjektiv · Nominativ Singular			laatusana	nimento	singular
d:l5-nature:7	0	Pitkospuut	pitkospuu	Holzsteg (Bohlenweg)	Nomen · Nominativ Plural	die Holzstege		nimisana	nimento	plural
d:l5-nature:7	1	voivat	voida	können	Verb · 3. Person Pl. (he) · Präsens			teonsana		plural
d:l5-nature:7	2	olla	olla	sein	Verb · Grundform (Infinitiv)			teonsana		
d:l5-nature:7	3	liukkaita	liukas	glatt, rutschig	Adjektiv · Partitiv Plural	glatt (Partitiv Pl.)		laatusana	osanto	plural
d:l5-nature:7	4	Laita	laittaa	legen, stellen; anziehen	Verb · Imperativ · 2. Person Sg. (sinä) · auch Verneinungsform nach ei	zieh (an)		teonsana		singular
d:l5-nature:7	5	hyvät	hyvä	gut	Adjektiv · Nominativ Plural	gute		laatusana	nimento	plural
d:l5-nature:7	6	kengät	kenkä	Schuh	Nomen · Nominativ Plural	Schuhe		nimisana	nimento	plural
d:l5-nature:7	7	ja	ja	und	Konjunktion			sidesana		
d:l5-nature:7	8	ota	ottaa	nehmen	Verb · Imperativ · 2. Person Sg. (sinä) · auch Verneinungsform nach ei	nimm		teonsana		singular
d:l5-nature:7	9	tästä	tämä	dieser	Pronomen · Elativ „aus“ Singular	von hier		asemosana	sisaeronto	singular
d:l5-nature:7	10	kartta	kartta	Karte (Landkarte)	Nomen · Nominativ Singular			nimisana	nimento	singular
d:l5-nature:8	0	Kiitos	kiitos	danke	Ausruf			nimisana	nimento	singular
d:l5-nature:8	1	Sunnuntaina	sunnuntai	Sonntag	Nomen · Essiv „als“ Singular	am Sonntag		nimisana	olento	singular
d:l5-nature:8	2	siis	siis	also	Adverb			seikkasana		
d:l5-romance:0	0	Hyvää	hyvä	gut	Adjektiv · Partitiv Singular	(alles) Gute		laatusana	osanto	singular
d:l5-romance:0	1	vuosipäivää	vuosipäivä	Jahrestag	Nomen · Partitiv Singular	(zum) Jahrestag	vuosi+päivä	nimisana	osanto	singular
d:l5-romance:0	2	Viis	viisi	fünf	Zahlwort · Nominativ Singular · umgangssprachlich für viisi					
d:l5-romance:0	3	vuotta	vuosi	Jahr	Nomen · Partitiv Singular	Jahre (nach Zahlwort: Partitiv Sg.)		nimisana	osanto	singular
d:l5-romance:0	4	tänään	tänään	heute	Adverb			seikkasana		
d:l5-romance:1	0	Sä	sinä	du	Pronomen · Nominativ Singular · umgangssprachlich für sinä					
d:l5-romance:1	1	muistit	muistaa	sich erinnern, denken an	Verb · 2. Person Sg. (sinä) · Imperfekt (Vergangenheit)	(du) hast (dran) gedacht		teonsana		singular
d:l5-romance:1	2	Mä	minä	ich	Pronomen · Nominativ Singular · umgangssprachlich für minä					
d:l5-romance:1	3	luulin	luulla	glauben, meinen	Verb · 1. Person Sg. (minä) · Imperfekt (Vergangenheit)	(ich) dachte		teonsana		singular
d:l5-romance:1	4	et	että	dass	Konjunktion · umgangssprachlich für että					
d:l5-romance:1	5	sä	sinä	du	Pronomen · Nominativ Singular · umgangssprachlich für sinä					
d:l5-romance:1	6	oot	olla	sein	Verb · 2. Person Sg. (sinä) · Präsens · umgangssprachlich für olet	(du) hast				
d:l5-romance:1	7	unohtanu	unohtaa	vergessen	Verbform · Partizip Perfekt aktiv (-nut/-nyt) · umgangssprachlich für unohtanut					
d:l5-romance:1	8	ku	kun	als, wenn; weil	Konjunktion · umgangssprachlich für kun	weil				
d:l5-romance:1	9	sä	sinä	du	Pronomen · Nominativ Singular · umgangssprachlich für sinä					
d:l5-romance:1	10	et	ei	nicht (Verneinungsverb)	Verneinungsverb · et = du nicht	du … nicht		kieltosana		singular
d:l5-romance:1	11	sanonu	sanoa	sagen	Verbform · Partizip Perfekt aktiv · verneinte Vergangenheit · umgangssprachlich für sanonut	gesagt				
d:l5-romance:1	12	aamulla	aamu	Morgen	Nomen · Adessiv „auf, bei“ Singular	am Morgen → heute Morgen		nimisana	ulkoolento	singular
d:l5-romance:1	13	mitään	mikään	(nicht) irgendetwas	Pronomen · Partitiv Singular	nichts		asemosana	osanto	singular
d:l5-romance:2	0	En	ei	nicht (Verneinungsverb)	Verneinungsverb · en = ich nicht	ich … nicht		kieltosana		singular
d:l5-romance:2	1	mä	minä	ich	Pronomen · Nominativ Singular · umgangssprachlich für minä					
d:l5-romance:2	2	unohtanu	unohtaa	vergessen	Verbform · Partizip Perfekt aktiv · verneinte Vergangenheit · umgangssprachlich für unohtanut					
d:l5-romance:2	3	Mä	minä	ich	Pronomen · Nominativ Singular · umgangssprachlich für minä					
d:l5-romance:2	4	varasin	varata	reservieren, buchen	Verb · 1. Person Sg. (minä) · Imperfekt (Vergangenheit)	(ich) habe reserviert		teonsana		singular
d:l5-romance:2	5	pöydän	pöytä	Tisch	Nomen · Genitiv Singular	einen Tisch		nimisana	omanto	singular
d:l5-romance:2	6	siitä	se	es, das	Pronomen · Elativ „aus“ Singular	(aus) dem → in dem		asemosana	sisaeronto	singular
d:l5-romance:2	7	ravintolasta	ravintola	Restaurant	Nomen · Elativ „aus“ Singular	(aus dem) Restaurant → in dem Restaurant		nimisana	sisaeronto	singular
d:l5-romance:2	8	missä	missä	wo	Fragewort · (Inessiv von mikä)	wo (Relativ)				
d:l5-romance:2	9	me	me	wir	Pronomen · Nominativ Plural			asemosana	nimento	plural
d:l5-romance:2	10	oltiin	olla	sein	Verb · Passiv (Umgangssprache auch: wir-Form) · Imperfekt (Vergangenheit)	(wir) waren		teonsana		
d:l5-romance:2	11	ekoilla	ensimmäinen	erster	Zahlwort · Adessiv „auf, bei“ Plural · umgangssprachlich (eka) für ensimmäisillä	(bei den) ersten				
d:l5-romance:2	12	treffeillä	treffi	Date, Treffen	Nomen · Adessiv „auf, bei“ Plural	(beim) Date		nimisana	ulkoolento	plural
d:l5-romance:3	0	Siitä	se	es, das	Pronomen · Elativ „aus“ Singular	(von) dem		asemosana	sisaeronto	singular
d:l5-romance:3	1	pienestä	pieni	klein	Adjektiv · Elativ „aus“ Singular	(von dem) kleinen		laatusana	sisaeronto	singular
d:l5-romance:3	2	italialaisesta	italialainen	italienisch; Italiener	Adjektiv · Elativ „aus“ Singular	(dem) Italiener		laatusana	sisaeronto	singular
d:l5-romance:3	3	Onks	olla	sein	Verb · 3. Person Sg. (hän) · Präsens · + Frage -ko · umgangssprachlich für onko	ist …? → gibt es				
d:l5-romance:3	4	se	se	es, das	Pronomen · Nominativ Singular	den		asemosana	nimento	singular
d:l5-romance:3	5	vielä	vielä	noch	Adverb			seikkasana		
d:l5-romance:3	6	olemassa	olla	sein	Verb · 3. Infinitiv -massa/-mässä „beim …, am …“	(olla olemassa) existieren → gibt es		teonsana	sisaolento	singular
d:l5-romance:4	0	On	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist → ja		teonsana		singular
d:l5-romance:4	1	Samat	sama	gleich, derselbe	Nomen · Nominativ Plural	dieselben		nimisana	nimento	plural
d:l5-romance:4	2	kynttilät	kynttilä	Kerze	Nomen · Nominativ Plural	Kerzen		nimisana	nimento	plural
d:l5-romance:4	3	ja	ja	und	Konjunktion			sidesana		
d:l5-romance:4	4	kaikki	kaikki	alle, alles	Nomen · Nominativ Singular	alles		nimisana	nimento	singular
d:l5-romance:4	5	Pöytä	pöytä	Tisch	Nomen · Nominativ Singular			nimisana	nimento	singular
d:l5-romance:4	6	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist		teonsana		singular
d:l5-romance:4	7	seittemältä	seitsemän	sieben	Zahlwort · Ablativ „von … weg“ Singular · umgangssprachlich für seitsemältä	um sieben (Uhr)				
d:l5-romance:5	0	Muistatsä	muistaa	sich erinnern	Verb · 2. Person Sg. (sinä) · Präsens · + Frage -ko · umgangssprachlich für muistatko sinä	erinnerst du dich …? → weißt du noch				
d:l5-romance:5	1	sen	se	es, das	Pronomen · Genitiv Singular	den		asemosana	omanto	singular
d:l5-romance:5	2	illan	ilta	Abend	Nomen · Genitiv Singular			nimisana	omanto	singular
d:l5-romance:5	3	Sä	sinä	du	Pronomen · Nominativ Singular · umgangssprachlich für sinä					
d:l5-romance:5	4	puhuit	puhua	sprechen	Verb · 2. Person Sg. (sinä) · Imperfekt (Vergangenheit)	(du) hast geredet		teonsana		singular
d:l5-romance:5	5	koko	koko	ganz	Nomen · Nominativ Singular	die ganze		nimisana	nimento	singular
d:l5-romance:5	6	ajan	aika	Zeit	Nomen · Genitiv Singular	Zeit (koko ajan = die ganze Zeit)		nimisana	omanto	singular
d:l5-romance:5	7	jalkapallosta	jalkapallo	Fußball	Nomen · Elativ „aus“ Singular	von Fußball	jalka+pallo	nimisana	sisaeronto	singular
d:l5-romance:6	0	Mä	minä	ich	Pronomen · Nominativ Singular · umgangssprachlich für minä					
d:l5-romance:6	1	olin	olla	sein	Verb · 1. Person Sg. (minä) · Imperfekt (Vergangenheit)	(ich) war		teonsana		singular
d:l5-romance:6	2	tosi	tosi	wahr; echt, sehr	Adverb · umgangssprachlich für todella	total		nimisana_laatusana	nimento	singular
d:l5-romance:6	3	hermona	hermo	Nerv	Nomen · Essiv „als“ Singular	(hermona olla) nervös (sein)		nimisana	olento	singular
d:l5-romance:6	4	Tänään	tänään	heute	Adverb			seikkasana		
d:l5-romance:6	5	en	ei	nicht (Verneinungsverb)	Verneinungsverb · en = ich nicht	ich … nicht		kieltosana		singular
d:l5-romance:6	6	puhu	puhua	sprechen	Verb · Verneinungsform (nach ei)	rede		teonsana		singular
d:l5-romance:6	7	jalkapallosta	jalkapallo	Fußball	Nomen · Elativ „aus“ Singular	von Fußball	jalka+pallo	nimisana	sisaeronto	singular
d:l5-romance:6	8	sanaakaan	sana	Wort	Nomen · Partitiv Singular · + -kaan/-kään „auch nicht, (nicht) einmal“	(nicht) ein Wort		nimisana	osanto	singular
d:l5-romance:6	9	lupaan	luvata	versprechen	Verb · 1. Person Sg. (minä) · Präsens	(ich) verspreche		teonsana		singular
d:l5-romance:7	0	Hyvä	hyvä	gut	Adjektiv · Nominativ Singular			laatusana	nimento	singular
d:l5-romance:7	1	Mä	minä	ich	Pronomen · Nominativ Singular · umgangssprachlich für minä					
d:l5-romance:7	2	rakastan	rakastaa	lieben	Verb · 1. Person Sg. (minä) · Präsens	(ich) liebe		teonsana		singular
d:l5-romance:7	3	sua	sinä	du	Pronomen · Partitiv Singular · umgangssprachlich für sinua	dich				
d:l5-romance:7	4	jalkapallon	jalkapallo	Fußball	Nomen · Genitiv Singular	(mit) Fußball	jalka+pallo	nimisana	omanto	singular
d:l5-romance:7	5	kanssa	kanssa	mit	Postposition			suhdesana		
d:l5-romance:7	6	tai	tai	oder	Konjunktion			sidesana		
d:l5-romance:7	7	ilman	ilman	ohne	Postposition			suhdesana		
d:l5-romance:8	0	Niin	niin	so	Adverb			seikkasana		
d:l5-romance:8	1	mäkin	minä	ich	Pronomen · Nominativ Singular · + -kin „auch“ · umgangssprachlich für minäkin	ich auch				
d:l5-romance:8	2	sua	sinä	du	Pronomen · Partitiv Singular · umgangssprachlich für sinua	dich				
d:l5-romance:8	3	Lähetään	lähteä	losgehen, aufbrechen	Verb · Passiv (Umgangssprache: wir-Form) · Präsens · umgangssprachlich für lähdetään	gehen wir los				
d:l5-romance:8	4	puol	puoli	halb	Nomen · Nominativ Singular · umgangssprachlich für puoli					
d:l5-romance:8	5	seittemältä	seitsemän	sieben	Zahlwort · Ablativ „von … weg“ Singular · umgangssprachlich für seitsemältä	(halb) sieben				
d:l5-shopping:0	0	Täs	tässä	hier	Adverb · umgangssprachlich für tässä					
d:l5-shopping:0	1	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	sind		teonsana		singular
d:l5-shopping:0	2	sateenvarjot	sateenvarjo	Regenschirm	Nomen · Nominativ Plural	die Regenschirme	sade+varjo	nimisana	nimento	plural
